Bond_length_ang,STO-5G_Energy
2.65,-0.6945854562
2.66,-0.6935612001
2.67,-0.6925488219
2.68,-0.6915481971
2.69,-0.6905592016
2.7,-0.6895817117
2.71,-0.6886156042
2.72,-0.6876607562
2.73,-0.6867170456
2.74,-0.6857843504
2.75,-0.6848625496
2.76,-0.6839515223
2.77,-0.6830511485
2.78,-0.6821613089
2.79,-0.6812818846
2.8,-0.6804127574
2.81,-0.6795538099
2.82,-0.6787049255
2.83,-0.6778659879
2.84,-0.6770368821
2.85,-0.6762174935
2.86,-0.6754077084
2.87,-0.6746074138
2.88,-0.6738164976
2.89,-0.6730348486
2.9,-0.6722623563
2.91,-0.6714989111
2.92,-0.6707444043
2.93,-0.669998728
2.94,-0.6692617752
2.95,-0.6685334398
2.96,-0.6678136167
2.97,-0.6671022017
2.98,-0.6663990913
2.99,-0.6657041831
3.0,-0.6650173756
