Bond_length_ang,STO-3G_Energy
1.35,-2.831377743
1.36,-2.8307839952
1.37,-2.8301989743
1.38,-2.829622881
1.39,-2.8290558917
1.4,-2.8284981595
1.41,-2.8279498159
1.42,-2.8274109718
1.43,-2.8268817195
1.44,-2.8263621329
1.45,-2.8258522694
1.46,-2.8253521704
1.47,-2.8248618626
1.48,-2.8243813589
1.49,-2.823910659
1.5,-2.8234497504
1.51,-2.8229986093
1.52,-2.822557201
1.53,-2.8221254838
1.54,-2.8217033977
1.55,-2.8212908827
1.56,-2.8208878677
1.57,-2.8204942737
1.58,-2.8201100149
1.59,-2.8197349986
1.6,-2.8193691261
1.61,-2.8190122928
1.62,-2.818664389
1.63,-2.8183253
1.64,-2.8179949067
1.65,-2.817673086
1.66,-2.817359711
1.67,-2.8170546514
1.68,-2.8167577741
1.69,-2.8164689432
1.7,-2.8161880204
1.71,-2.8159148655
1.72,-2.8156493364
1.73,-2.8153912895
1.74,-2.8151405802
1.75,-2.8148970628
1.76,-2.814660591
1.77,-2.814431018
1.78,-2.8142081966
1.79,-2.81399198
1.8,-2.8137822213
1.81,-2.813578774
1.82,-2.8133814922
1.83,-2.8131902309
1.84,-2.8130048459
1.85,-2.8128251941
1.86,-2.8126511335
1.87,-2.8124825237
1.88,-2.8123192257
1.89,-2.812161102
1.9,-2.8120080168
1.91,-2.8118598364
1.92,-2.8117164288
1.93,-2.8115776638
1.94,-2.8114434136
1.95,-2.8113135524
1.96,-2.8111879565
1.97,-2.8110665045
1.98,-2.8109490774
1.99,-2.8108355583
2.0,-2.8107258328
2.01,-2.8106197888
2.02,-2.8105173166
2.03,-2.810418309
2.04,-2.8103226611
2.05,-2.8102302704
2.06,-2.8101410369
2.07,-2.810054863
2.08,-2.8099716534
2.09,-2.8098913153
2.1,-2.8098137582
2.11,-2.8097388905
2.12,-2.8096666333
2.13,-2.8095968996
2.14,-2.809529608
2.15,-2.8094646794
2.16,-2.8094020371
2.17,-2.8093416063
2.18,-2.8092833145
2.19,-2.8092270911
2.2,-2.8091728677
2.21,-2.8091205778
2.22,-2.8090701571
2.23,-2.8090215428
2.24,-2.8089746745
2.25,-2.8089294931
2.26,-2.8088859418
2.27,-2.8088439651
2.28,-2.8088035097
2.29,-2.8087645234
2.3,-2.8087269562
2.31,-2.8086907592
2.32,-2.8086558853
2.33,-2.8086222856
2.34,-2.8085899227
2.35,-2.8085587503
2.36,-2.808528727
2.37,-2.8084998129
2.38,-2.808471969
2.39,-2.808445158
2.4,-2.8084193436
2.41,-2.8083944908
2.42,-2.8083705655
2.43,-2.8083475352
2.44,-2.8083253679
2.45,-2.8083040332
2.46,-2.8082835014
2.47,-2.8082637438
2.48,-2.8082447329
2.49,-2.8082264417
2.5,-2.8082088446
2.51,-2.8081919165
2.52,-2.8081756334
2.53,-2.8081599687
2.54,-2.8081449065
2.55,-2.8081304216
2.56,-2.8081164931
2.57,-2.8081031007
2.58,-2.8080902248
2.59,-2.8080778465
2.6,-2.8080659475
2.61,-2.8080545102
2.62,-2.8080435176
2.63,-2.8080329533
2.64,-2.8080228013
2.65,-2.8080130465
2.66,-2.808003674
2.67,-2.8079946696
2.68,-2.8079860195
2.69,-2.8079777105
2.7,-2.8079697297
2.71,-2.8079620649
2.72,-2.807954701
2.73,-2.8079476328
2.74,-2.8079408461
2.75,-2.8079343301
2.76,-2.8079280745
2.77,-2.8079220695
2.78,-2.8079163054
2.79,-2.8079107729
2.8,-2.8079054633
2.81,-2.8079003679
2.82,-2.8078954785
2.83,-2.8078907871
2.84,-2.807886286
2.85,-2.8078819679
2.86,-2.8078778256
2.87,-2.8078738522
2.88,-2.8078700412
2.89,-2.8078663862
2.9,-2.8078628811
2.91,-2.807859517
2.92,-2.8078562944
2.93,-2.8078532045
2.94,-2.8078502423
2.95,-2.8078474025
2.96,-2.8078446804
2.97,-2.8078420712
2.98,-2.8078395705
2.99,-2.8078371739
3.0,-2.8078348772
