Bond_length_ang,STO-6G_Energy
1.55,-0.9043508217
1.56,-0.9014802561
1.57,-0.8986257488
1.58,-0.8957875217
1.59,-0.8929657865
1.6,-0.8901607445
1.61,-0.8873725875
1.62,-0.8846014973
1.63,-0.8818476467
1.64,-0.8791111993
1.65,-0.8763923097
1.66,-0.873691124
1.67,-0.8710077797
1.68,-0.8683424064
1.69,-0.8656951254
1.7,-0.8630660503
1.71,-0.860455287
1.72,-0.8578629343
1.73,-0.8552890833
1.74,-0.8527338184
1.75,-0.8501972171
1.76,-0.84767935
1.77,-0.8451802813
1.78,-0.842700069
1.79,-0.8402387647
1.8,-0.8377964141
1.81,-0.8353730568
1.82,-0.832968727
1.83,-0.830583453
1.84,-0.8282172581
1.85,-0.8258701599
1.86,-0.8235421712
1.87,-0.8212332994
1.88,-0.8189435476
1.89,-0.8166729136
1.9,-0.8144213911
1.91,-0.8121889689
1.92,-0.8099756319
1.93,-0.8077813603
1.94,-0.8056061306
1.95,-0.8034499152
1.96,-0.8013126825
1.97,-0.7991943973
1.98,-0.7970950207
1.99,-0.7950145102
2.0,-0.79295282
2.01,-0.7909099009
2.02,-0.7888857005
2.03,-0.7868801631
2.04,-0.7848932303
2.05,-0.7829248404
2.06,-0.780974929
2.07,-0.7790434291
2.08,-0.7771302707
2.09,-0.7752353815
2.1,-0.7733586866
2.11,-0.7715001086
2.12,-0.7696595677
2.13,-0.7678369821
2.14,-0.7660322677
2.15,-0.764245338
2.16,-0.762476105
2.17,-0.7607244782
2.18,-0.7589903655
2.19,-0.7572736729
2.2,-0.7555743047
2.21,-0.7538921634
2.22,-0.7522271498
2.23,-0.7505791634
2.24,-0.7489481019
2.25,-0.7473338618
2.26,-0.745736338
2.27,-0.7441554241
2.28,-0.7425910126
2.29,-0.7410429947
2.3,-0.7395112604
2.31,-0.7379956985
2.32,-0.736496197
2.33,-0.7350126427
2.34,-0.7335449216
2.35,-0.7320929185
2.36,-0.7306565178
2.37,-0.7292356028
2.38,-0.7278300561
2.39,-0.7264397596
2.4,-0.7250645946
2.41,-0.7237044418
2.42,-0.7223591812
2.43,-0.7210286924
2.44,-0.7197128546
2.45,-0.7184115463
2.46,-0.7171246458
2.47,-0.715852031
2.48,-0.7145935796
2.49,-0.7133491688
2.5,-0.7121186758
2.51,-0.7109019774
2.52,-0.7096989503
2.53,-0.7085094713
2.54,-0.7073334167
2.55,-0.7061706632
2.56,-0.705021087
2.57,-0.7038845649
2.58,-0.7027609731
2.59,-0.7016501884
2.6,-0.7005520875
2.61,-0.6994665473
2.62,-0.6983934448
2.63,-0.6973326573
2.64,-0.6962840622
2.65,-0.6952475373
2.66,-0.6942229607
2.67,-0.6932102106
2.68,-0.6922091659
2.69,-0.6912197056
2.7,-0.6902417091
2.71,-0.6892750563
2.72,-0.6883196275
2.73,-0.6873753036
2.74,-0.6864419657
2.75,-0.6855194957
2.76,-0.6846077759
2.77,-0.6837066891
2.78,-0.6828161187
2.79,-0.6819359487
2.8,-0.6810660638
2.81,-0.6802063492
2.82,-0.6793566907
2.83,-0.6785169748
2.84,-0.6776870887
2.85,-0.6768669204
2.86,-0.6760563583
2.87,-0.6752552919
2.88,-0.6744636109
2.89,-0.6736812064
2.9,-0.6729079696
2.91,-0.672143793
2.92,-0.6713885695
2.93,-0.670642193
2.94,-0.669904558
2.95,-0.66917556
2.96,-0.6684550953
2.97,-0.6677430609
2.98,-0.6670393546
2.99,-0.6663438752
3.0,-0.6656565223
