Bond_length_ang,STO-4G_Energy
1.52,-0.9110807415
1.53,-0.9081635142
1.54,-0.9052610038
1.55,-0.9023734571
1.56,-0.8995011115
1.57,-0.8966441959
1.58,-0.8938029308
1.59,-0.8909775284
1.6,-0.888168193
1.61,-0.8853751212
1.62,-0.8825985023
1.63,-0.8798385182
1.64,-0.8770953435
1.65,-0.8743691461
1.66,-0.871660087
1.67,-0.8689683206
1.68,-0.8662939946
1.69,-0.8636372503
1.7,-0.8609982227
1.71,-0.8583770403
1.72,-0.8557738257
1.73,-0.8531886952
1.74,-0.850621759
1.75,-0.8480731213
1.76,-0.8455428805
1.77,-0.8430311289
1.78,-0.8405379531
1.79,-0.8380634336
1.8,-0.8356076456
1.81,-0.833170658
1.82,-0.8307525346
1.83,-0.828353333
1.84,-0.8259731057
1.85,-0.8236118992
1.86,-0.8212697549
1.87,-0.8189467083
1.88,-0.81664279
1.89,-0.8143580247
1.9,-0.8120924323
1.91,-0.809846027
1.92,-0.8076188182
1.93,-0.8054108099
1.94,-0.8032220012
1.95,-0.8010523861
1.96,-0.798901954
1.97,-0.796770689
1.98,-0.7946585707
1.99,-0.7925655742
2.0,-0.7904916697
2.01,-0.788436823
2.02,-0.7864009957
2.03,-0.7843841448
2.04,-0.7823862232
2.05,-0.7804071798
2.06,-0.7784469593
2.07,-0.7765055027
2.08,-0.7745827469
2.09,-0.7726786254
2.1,-0.7707930678
2.11,-0.7689260006
2.12,-0.7670773465
2.13,-0.7652470252
2.14,-0.7634349532
2.15,-0.7616410438
2.16,-0.7598652074
2.17,-0.7581073519
2.18,-0.7563673819
2.19,-0.7546451997
2.2,-0.7529407052
2.21,-0.7512537957
2.22,-0.7495843662
2.23,-0.7479323097
2.24,-0.7462975168
2.25,-0.7446798764
2.26,-0.7430792754
2.27,-0.7414955989
2.28,-0.7399287303
2.29,-0.7383785515
2.3,-0.7368449429
2.31,-0.7353277834
2.32,-0.7338269505
2.33,-0.7323423209
2.34,-0.7308737697
2.35,-0.7294211711
2.36,-0.7279843985
2.37,-0.7265633241
2.38,-0.7251578197
2.39,-0.723767756
2.4,-0.7223930031
2.41,-0.7210334308
2.42,-0.7196889081
2.43,-0.7183593036
2.44,-0.7170444856
2.45,-0.715744322
2.46,-0.7144586806
2.47,-0.7131874287
2.48,-0.7119304339
2.49,-0.7106875634
2.5,-0.7094586843
2.51,-0.7082436641
2.52,-0.70704237
2.53,-0.7058546695
2.54,-0.7046804302
2.55,-0.7035195201
2.56,-0.7023718072
2.57,-0.7012371599
2.58,-0.7001154469
2.59,-0.6990065374
2.6,-0.6979103009
2.61,-0.6968266073
2.62,-0.695755327
2.63,-0.6946963311
2.64,-0.6936494909
2.65,-0.6926146786
2.66,-0.6915917667
2.67,-0.6905806284
2.68,-0.6895811378
2.69,-0.6885931693
2.7,-0.6876165981
2.71,-0.6866513003
2.72,-0.6856971525
2.73,-0.684754032
2.74,-0.6838218172
2.75,-0.6829003869
2.76,-0.681989621
2.77,-0.6810893999
2.78,-0.6801996051
2.79,-0.6793201189
2.8,-0.6784508242
2.81,-0.6775916052
2.82,-0.6767423464
2.83,-0.6759029338
2.84,-0.6750732538
2.85,-0.6742531939
2.86,-0.6734426426
2.87,-0.6726414891
2.88,-0.6718496236
2.89,-0.6710669374
2.9,-0.6702933224
2.91,-0.6695286718
2.92,-0.6687728793
2.93,-0.66802584
2.94,-0.6672874497
2.95,-0.6665576051
2.96,-0.6658362039
2.97,-0.665123145
2.98,-0.6644183278
2.99,-0.6637216529
3.0,-0.663033022
